"EMP_Engagement_1","EMP_Engagement_2","EMP_Engagement_3","EMP_Engagement_4","EMP_Engagement_5","average_weekly_hours"
2,3,2,2,2,31
3,3,3,2,3,26
NA,2,2,2,3,36
3,NA,3,3,2,22
3,2,2,3,2,16
2,3,3,3,4,40
2,4,4,2,NA,25
2,2,2,3,3,27
3,3,3,2,2,27
3,3,3,3,2,21
3,3,3,2,3,29
3,3,2,3,3,36
2,3,3,2,1,33
3,2,3,2,3,18
3,1,3,3,3,38
3,3,2,2,2,17
3,NA,4,3,3,49
2,2,2,2,2,15
3,3,3,3,3,24
NA,2,2,3,3,51
3,2,3,3,3,34
3,3,2,3,3,30
2,2,3,3,4,36
2,2,3,NA,2,19
2,1,2,2,3,36
2,3,3,2,2,NA
3,2,3,2,3,NA
2,3,2,3,3,30
4,3,2,4,2,15
3,2,3,2,3,39
3,1,3,2,3,15
2,3,2,3,3,38
3,2,3,2,3,25
2,3,3,2,3,18
2,2,2,2,3,17
2,3,3,2,1,16
3,3,3,2,3,25
2,3,3,1,2,30
3,3,2,2,3,23
2,2,3,3,2,40
3,3,3,3,2,32
2,2,3,2,2,30
3,3,3,3,3,NA
3,3,2,3,4,15
2,3,2,2,2,15
3,3,NA,3,3,30
3,3,2,2,3,29
2,3,3,2,3,NA
2,3,2,3,2,31
3,2,2,3,3,15
2,3,2,3,2,28
3,NA,2,3,2,15
NA,3,3,3,3,39
3,3,3,2,3,22
3,3,2,1,3,29
3,2,2,2,3,15
2,2,3,2,3,15
3,3,3,2,3,17
2,NA,2,3,3,15
2,2,3,2,1,33
3,3,2,2,3,30
2,2,2,3,2,32
2,2,2,3,2,30
NA,2,2,3,3,15
3,3,2,1,3,41
2,3,2,2,3,28
3,2,2,3,4,37
3,2,2,2,3,27
2,3,3,2,2,16
2,2,2,3,2,15
NA,2,2,2,2,15
3,2,2,3,3,35
3,3,3,3,3,18
2,3,2,2,3,34
4,3,2,4,2,24
2,3,2,3,3,NA
3,2,2,3,2,28
3,2,2,2,3,24
2,2,4,3,4,36
NA,2,2,3,2,31
3,3,3,2,2,28
3,2,2,3,2,29
2,3,2,3,2,21
3,1,3,2,4,39
NA,3,2,3,3,37
2,3,3,2,2,24
2,3,2,2,3,27
3,2,3,2,3,24
3,2,3,2,2,30
3,3,2,2,3,26
2,3,2,3,2,24
3,2,3,3,3,29
2,2,3,2,2,20
2,3,3,NA,3,31
3,2,NA,3,2,19
3,3,3,4,2,15
2,3,2,2,4,21
2,2,3,3,3,19
2,2,2,2,NA,30
3,2,2,2,1,34
3,2,1,3,2,21
2,2,3,3,2,19
3,3,2,1,3,15
3,2,2,3,3,30
2,3,3,3,3,21
3,3,2,3,3,15
2,NA,3,2,3,18
2,3,3,NA,2,30
3,2,3,3,2,24
2,2,2,2,2,19
1,3,2,3,2,29
2,3,3,3,3,25
2,2,3,3,2,31
NA,2,2,2,3,28
3,2,2,2,3,30
3,3,3,2,3,23
3,3,2,2,2,26
3,3,2,3,2,15
2,2,2,3,2,18
3,2,2,3,2,26
3,3,3,3,3,NA
2,3,3,2,3,39
NA,2,2,2,2,22
3,2,2,4,2,18
2,3,2,NA,3,15
2,3,2,2,3,23
2,2,2,3,2,32
3,3,2,3,2,18
3,2,3,2,2,18
2,NA,2,2,2,15
2,3,2,2,2,35
3,3,NA,3,3,26
2,3,3,3,3,20
3,NA,3,3,4,36
3,3,2,2,2,24
2,2,1,3,3,25
2,NA,1,2,3,42
2,3,4,2,2,33
3,3,3,2,3,23
2,3,1,1,2,34
3,2,2,3,3,15
2,3,NA,2,2,29
3,2,2,3,2,32
3,2,2,2,3,NA
3,3,3,3,3,30
2,2,3,3,3,25
3,NA,3,3,2,16
3,3,2,2,2,22
2,NA,2,2,2,15
3,NA,1,2,3,34
3,3,2,2,3,20
2,2,2,2,3,23
2,2,2,3,3,29
3,3,2,2,4,37
1,2,3,2,3,30
2,NA,3,3,2,29
1,2,3,2,3,29
3,3,2,4,NA,29
3,3,3,4,4,44
3,2,2,3,3,15
3,2,2,NA,2,16
3,3,3,3,3,21
2,2,3,NA,2,28
3,2,2,2,2,33
3,2,2,2,2,26
3,2,2,3,2,24
3,1,2,3,3,34
3,2,3,2,2,19
2,2,2,2,2,25
2,2,2,2,3,15
2,2,3,2,2,18
3,NA,2,2,3,20
3,2,3,3,3,21
3,2,3,3,2,25
2,2,3,3,3,21
3,2,3,3,3,15
3,NA,3,2,2,26
1,3,3,3,2,29
3,3,3,2,4,18
4,2,3,3,3,47
4,2,2,3,3,16
2,4,3,2,NA,20
2,2,3,1,NA,21
3,2,2,4,3,37
3,NA,3,3,2,20
2,2,2,3,2,24
2,2,2,2,2,29
2,3,2,3,3,16
4,3,3,2,2,27
2,2,3,2,2,21
3,2,2,4,3,25
3,3,2,3,2,21
2,2,2,2,4,38
2,2,3,2,3,21
2,2,3,3,1,23
2,3,3,2,NA,38
2,2,2,3,2,29
2,2,2,3,4,28
3,3,2,3,3,17
2,3,2,3,3,20
3,2,3,2,2,NA
2,2,3,1,3,31
2,2,2,2,2,22
3,3,3,2,2,22
2,2,1,NA,2,26
2,2,3,1,2,27
3,3,3,NA,3,26
3,2,3,2,2,NA
2,3,2,3,2,20
2,3,3,2,2,23
2,3,2,3,2,35
3,2,2,3,3,34
4,3,3,NA,3,17
4,3,2,2,2,29
3,2,4,3,2,15
3,3,3,3,3,35
3,2,3,2,3,NA
3,3,2,3,3,16
2,2,2,2,3,34
2,2,2,3,3,33
2,3,3,3,4,20
3,2,3,3,3,27
2,3,4,2,3,39
2,3,3,2,3,35
2,3,3,2,3,17
2,3,3,2,1,22
NA,3,2,3,3,18
2,3,2,3,2,24
3,2,2,3,2,15
2,3,1,3,2,25
2,2,2,2,3,35
4,3,2,3,3,22
3,3,3,3,3,24
3,2,NA,3,2,27
2,2,4,3,3,20
2,3,3,3,NA,30
3,2,2,3,3,15
3,2,3,2,3,34
2,2,3,2,NA,18
NA,3,3,3,3,25
3,2,2,2,2,NA
2,2,3,3,3,32
2,2,2,3,3,21
2,3,2,3,3,17
2,2,3,3,2,NA
3,NA,3,2,3,30
3,2,3,NA,3,19
3,3,2,3,3,21
3,3,2,2,3,18
3,3,2,2,2,28
3,2,3,2,4,38
2,3,2,2,3,19
3,3,1,2,2,23
NA,2,3,3,3,21
2,2,3,3,2,23
2,3,3,2,3,25
2,2,3,2,2,24
3,2,2,NA,2,29
3,3,2,2,2,28
3,3,2,2,3,17
3,3,3,2,3,25
3,3,3,3,3,18
2,2,3,3,2,29
2,2,2,2,3,15
3,3,3,3,2,33
2,3,3,3,3,33
2,2,3,3,4,37
3,3,3,2,2,15
3,3,3,3,3,21
2,3,3,3,2,15
2,2,3,3,2,33
2,2,3,2,2,27
NA,3,3,2,2,24
2,2,NA,3,3,35
3,1,2,2,4,37
3,3,3,3,3,20
2,3,2,3,2,24
2,2,2,3,2,19
2,3,2,3,2,27
1,2,2,3,2,16
3,3,3,3,2,15
2,2,4,NA,2,20
2,NA,3,3,2,31
4,2,3,2,3,24
3,2,3,3,4,19
3,3,4,3,3,36
3,3,3,3,4,46
3,3,3,2,3,29
3,2,3,3,2,29
2,1,2,3,2,32
3,2,2,2,2,28
3,3,2,3,3,22
3,2,2,3,2,30
4,2,2,3,2,25
2,4,3,3,3,30
3,3,3,2,2,20
1,3,3,2,3,33
3,1,3,3,2,NA
2,3,2,2,3,33
2,3,3,2,2,18
NA,2,2,3,1,23
2,4,2,3,3,21
2,2,2,2,3,40
3,2,3,3,4,NA
3,2,3,2,2,24
3,2,3,3,2,15
2,2,1,2,4,36
2,3,3,3,3,21
3,3,NA,3,3,28
2,2,1,2,4,17
2,2,2,2,NA,33
2,4,3,3,2,27
3,3,3,3,2,24
2,2,3,3,3,30
2,3,3,3,2,27
3,3,2,NA,2,20
3,2,2,3,3,18
2,2,3,3,3,21
2,2,3,4,2,22
3,3,3,2,3,35
4,3,2,3,2,20
3,2,NA,2,2,22
2,2,3,2,2,15
3,3,3,2,3,20
2,2,3,3,2,15
3,4,3,2,3,21
4,2,3,2,3,36
3,2,3,3,3,26
3,2,2,2,2,20
3,3,2,2,3,51
2,3,3,2,2,21
3,2,3,2,3,16
3,3,2,3,2,16
2,3,2,4,2,27
2,2,3,3,2,NA
2,2,3,3,3,23
2,2,3,2,3,25
NA,2,2,3,3,29
3,2,2,3,3,31
2,2,2,3,3,21
2,3,4,3,2,15
3,2,3,NA,2,33
2,3,2,2,NA,20
2,2,2,3,3,28
2,2,3,2,2,18
2,3,2,2,2,NA
3,3,3,2,3,20
3,2,3,2,3,30
2,3,3,3,2,28
NA,2,3,3,2,29
3,1,3,2,3,27
3,2,3,3,3,34
3,3,2,2,2,27
2,2,2,2,3,31
3,3,2,2,3,NA
NA,3,3,2,3,34
3,2,2,3,3,21
3,2,3,3,3,37
2,2,3,3,4,37
3,3,NA,2,3,16
2,2,2,3,3,21
2,2,2,2,2,26
2,3,3,3,1,32
2,2,2,3,NA,31
2,3,2,2,2,21
2,NA,3,2,2,30
3,3,3,3,3,27
3,3,3,2,3,30
2,2,2,3,2,29
3,4,2,2,3,28
3,2,3,3,2,19
2,3,3,3,3,47
2,3,2,3,2,26
2,2,3,3,2,20
3,2,2,3,2,24
2,2,2,2,3,46
3,2,3,2,2,25
3,3,3,4,2,28
2,3,3,3,2,19
1,3,2,3,3,NA
3,3,3,2,2,NA
3,2,3,2,2,17
2,3,NA,2,2,35
2,3,3,2,3,22
2,1,3,3,3,28
3,3,2,NA,3,33
3,2,3,2,2,27
3,1,2,2,3,27
3,2,2,2,3,23
2,2,2,3,3,24
3,3,2,3,2,15
2,3,3,2,3,23
3,4,3,2,2,20
2,3,2,3,2,32
2,2,3,2,4,38
2,3,3,2,3,17
2,2,3,2,3,29
3,2,2,2,2,15
3,NA,2,3,2,26
2,2,2,NA,3,34
3,3,3,3,3,21
2,3,2,3,3,31
2,3,2,3,3,22
2,3,2,2,2,22
3,3,2,2,3,18
3,1,2,3,2,20
2,2,2,4,2,15
3,2,1,3,2,16
3,2,2,3,2,NA
2,2,3,4,2,19
NA,2,3,3,2,15
3,2,2,3,2,27
3,2,3,2,2,22
2,3,3,2,2,26
3,3,3,3,2,24
NA,2,2,2,3,26
3,3,NA,3,3,26
3,2,3,3,1,26
3,2,1,3,3,16
3,2,3,2,2,30
1,2,2,3,3,NA
3,NA,4,3,3,36
NA,3,2,3,3,29
3,2,3,3,2,21
2,2,3,2,2,33
2,2,3,2,3,15
2,2,2,2,3,48
3,2,2,2,2,15
1,2,2,NA,2,27
2,3,2,2,NA,33
3,3,3,2,3,32
2,2,3,3,1,33
3,3,3,2,2,22
3,2,1,2,2,22
2,3,2,2,3,15
2,2,2,2,3,42
3,2,2,2,2,22
2,2,1,2,3,37
2,3,2,3,3,22
3,3,2,3,2,33
2,4,2,3,3,15
3,3,3,3,2,24
2,4,2,3,2,25
3,2,2,3,3,35
3,2,NA,2,2,15
3,3,3,3,2,25
3,3,2,NA,2,22
2,3,3,2,3,28
3,3,3,3,2,16
2,3,3,NA,3,20
3,3,2,3,4,45
2,3,2,3,2,24
3,3,3,2,2,20
3,2,3,2,3,21
2,2,3,3,3,24
3,2,3,3,2,15
3,NA,2,3,3,17
2,2,2,2,2,31
3,2,3,NA,3,17
NA,2,3,2,3,20
3,2,3,2,3,24
2,2,3,2,2,23
NA,3,2,2,2,23
3,2,NA,3,3,29
3,2,3,3,3,22
2,3,3,3,3,33
3,3,NA,3,4,37
2,3,2,3,2,28
2,2,2,3,3,19
2,2,4,3,3,17
1,NA,3,3,3,19
2,3,NA,3,2,19
2,3,2,3,3,24
2,3,3,2,4,40
3,2,3,2,2,22
2,3,2,2,2,24
NA,3,3,3,4,50
3,3,2,1,NA,31
3,3,2,2,3,25
3,2,3,3,1,20
3,2,2,3,3,15
3,2,1,4,2,21
3,3,2,3,3,25
1,2,3,2,3,NA
2,3,3,2,2,15
3,2,2,3,3,26
3,3,3,3,3,25
2,3,3,3,3,16
1,3,2,3,2,NA
3,3,2,3,2,16
4,3,3,3,2,NA
3,2,2,2,2,16
3,2,3,3,3,39
3,2,3,3,2,27
3,2,2,3,3,32
4,1,3,2,2,21
3,3,3,3,2,22
2,2,3,2,3,33
2,4,2,3,2,20
3,3,3,2,3,20
NA,2,3,2,3,17
3,3,3,3,2,29
2,3,2,2,3,22
NA,3,3,3,2,15
3,3,2,2,2,NA
2,2,3,2,2,23
2,3,3,3,3,31
2,3,4,NA,2,23
3,3,3,NA,2,15
3,2,2,NA,3,22
2,2,3,3,4,24
2,3,2,3,3,18
2,2,3,2,2,20
2,2,3,2,2,25
2,3,2,2,2,23
2,2,2,3,2,29
3,2,2,2,3,25
3,2,3,NA,2,22
3,2,2,NA,3,17
3,2,NA,2,2,15
2,NA,3,3,3,28
3,3,2,2,2,21
3,3,2,3,2,24
2,2,2,2,3,19
4,2,3,3,2,25
3,2,3,2,3,19
3,3,1,2,2,15
3,2,2,2,NA,15
3,3,2,NA,3,21
2,1,2,3,3,34
2,3,NA,3,2,22
3,2,3,3,3,21
3,3,2,2,3,27
4,3,3,2,3,39
2,NA,2,2,3,16
2,2,1,2,2,15
2,3,2,3,2,23
3,2,2,3,3,19
2,3,3,2,3,22
3,3,2,3,2,25
2,2,2,3,2,24
1,3,2,3,3,16
3,2,NA,3,3,37
2,2,3,3,3,24
2,3,2,3,2,26
2,3,3,2,3,15
3,3,2,2,2,NA
2,2,3,3,2,32
3,2,3,NA,3,39
2,3,3,2,3,25
3,NA,3,3,2,24
2,2,2,2,2,19
2,3,2,2,3,16
3,2,3,2,3,24
2,2,2,3,3,15
2,NA,2,3,3,19
2,2,2,3,3,31
2,2,3,2,2,21
2,3,3,3,3,17
3,2,3,2,2,15
2,2,3,2,2,24
3,3,2,3,3,22
3,2,3,2,2,25
NA,3,3,3,3,17
3,3,2,2,2,22
3,2,2,2,3,23
3,3,3,3,3,43
NA,2,3,2,3,40
3,3,3,2,3,31
NA,2,3,2,3,31
3,3,2,2,2,15
3,2,NA,3,2,34
3,3,1,2,3,16
2,2,2,3,3,15
3,2,3,2,3,15
2,3,3,2,2,NA
3,2,2,2,3,34
2,2,2,2,4,18
2,3,1,2,NA,23
2,3,3,NA,3,25
2,2,2,3,3,22
3,2,2,3,2,32
3,3,3,2,2,19
3,2,2,2,3,16
3,2,3,2,3,31
3,2,2,2,NA,32
2,3,2,2,3,30
2,3,3,2,2,15
2,3,3,3,3,36
3,2,3,2,2,29
2,NA,2,2,3,15
2,3,2,2,2,23
NA,2,3,2,3,21
3,2,3,2,3,23
2,2,3,3,3,32
2,2,3,2,2,31
2,3,3,3,2,29
2,3,NA,2,3,17
2,2,2,2,3,31
2,2,3,2,2,15
3,3,4,3,3,24
2,2,NA,2,3,27
3,3,3,3,2,15
3,2,2,3,2,19
3,NA,3,3,3,42
3,2,2,2,2,17
3,3,4,2,2,NA
3,2,NA,3,3,38
3,NA,3,2,2,29
2,2,2,4,2,42
2,3,3,3,3,29
2,2,4,2,3,18
NA,3,3,3,1,29
2,3,3,2,3,23
2,3,3,2,2,25
3,3,3,2,3,26
2,3,NA,2,2,25
3,2,3,2,3,24
2,2,3,NA,4,44
2,2,3,2,NA,21
3,2,4,2,3,15
3,3,3,2,3,20
2,2,3,2,2,31
3,2,3,3,NA,32
3,3,2,3,NA,29
2,3,2,2,3,23
3,1,2,3,3,30
2,2,3,3,3,22
3,3,3,2,2,15
3,2,2,3,3,23
NA,2,2,2,2,26
2,2,3,3,3,15
3,3,3,2,3,37
3,2,3,2,4,39
3,3,3,1,3,45
1,2,2,2,3,16
2,2,2,3,3,23
2,3,3,2,3,40
3,2,2,2,3,24
2,3,3,1,3,22
2,3,2,3,3,15
2,2,2,2,3,23
3,3,2,NA,3,34
2,3,NA,2,2,19
3,3,2,2,3,18
2,3,2,2,2,19
3,NA,2,3,2,20
3,3,4,2,3,29
2,2,4,2,2,23
2,3,2,3,2,NA
3,3,3,2,4,20
3,2,2,2,2,35
2,3,2,3,3,21
3,2,2,2,2,NA
2,1,3,3,3,25
3,3,3,3,2,24
3,3,2,3,2,24
2,3,3,1,2,28
2,3,2,3,2,33
3,2,2,3,2,18
NA,2,3,3,3,34
3,3,3,2,3,17
2,NA,2,3,2,25
3,3,2,2,2,16
2,2,3,2,2,22
3,2,2,NA,3,23
3,2,3,2,2,15
3,3,2,3,4,36
3,3,3,3,2,29
NA,2,2,2,4,36
3,3,3,3,3,30
2,2,2,3,3,25
2,3,2,3,3,27
2,3,3,2,2,35
3,NA,3,3,3,24
2,3,3,1,3,15
3,2,2,3,NA,15
NA,3,2,3,2,24
3,3,3,2,3,28
2,2,3,NA,3,20
3,NA,3,2,2,15
3,3,NA,2,2,33
NA,2,2,4,3,35
3,3,3,3,2,29
2,3,2,3,2,24
4,3,2,4,2,28
3,2,2,3,3,37
2,2,2,2,NA,15
3,2,3,2,3,15
3,3,3,2,3,16
2,3,2,2,3,22
2,3,3,NA,3,15
2,2,4,3,2,15
3,3,2,3,2,29
3,3,3,2,3,20
2,3,2,4,3,19
3,2,3,2,3,28
NA,3,2,2,3,21
3,2,2,3,3,NA
3,3,2,1,3,20
3,3,2,2,3,35
3,2,2,3,3,31
3,3,3,3,3,25
2,2,2,2,2,NA
3,3,3,2,4,28
3,2,3,2,4,42
3,3,2,2,2,23
3,2,3,2,2,21
3,4,3,1,2,15
4,NA,3,2,3,15
3,3,3,3,3,27
2,2,2,3,4,33
3,3,3,3,3,30
4,3,NA,3,3,15
2,2,4,2,2,21
2,3,3,3,2,28
3,3,2,2,1,29
3,2,3,2,3,26
2,3,3,3,2,21
3,3,3,3,3,34
3,3,1,2,3,21
4,2,2,2,3,20
3,2,3,2,NA,15
3,3,NA,3,3,39
3,3,3,3,2,15
2,4,3,2,2,NA
2,2,2,3,3,NA
2,3,2,2,3,27
2,2,3,3,3,29
NA,3,3,3,4,20
2,2,2,2,2,21
3,NA,2,3,2,19
2,2,2,2,3,25
3,3,2,1,3,18
3,3,3,3,4,25
2,3,2,2,3,25
4,2,3,3,3,24
2,2,4,3,NA,15
2,3,3,1,3,38
3,2,3,2,3,35
3,3,2,2,2,24
3,2,3,NA,3,30
2,3,2,4,3,24
3,4,2,3,2,15
3,2,3,2,2,27
2,2,2,2,3,24
2,3,2,3,3,25
2,2,2,2,2,27
2,4,3,2,3,31
3,3,2,3,2,22
3,2,3,3,2,19
2,2,3,NA,3,29
3,3,3,3,3,22
2,1,3,3,2,30
2,3,3,2,2,33
NA,2,2,3,1,21
3,3,2,3,1,24
2,3,2,2,3,18
3,NA,3,1,3,21
2,3,3,NA,2,22
3,2,3,3,2,NA
2,3,3,2,4,43
NA,2,3,3,3,19
3,2,3,3,3,24
2,2,4,3,3,36
2,3,NA,3,1,25
2,2,2,3,NA,22
2,2,3,2,3,30
3,3,2,3,3,23
2,3,3,3,3,27
NA,3,3,3,2,15
3,3,2,2,3,15
NA,2,2,3,2,23
3,3,2,NA,3,16
3,2,2,3,2,18
4,3,4,3,3,25
2,2,2,3,3,26
3,2,3,2,4,32
3,3,2,3,2,19
2,3,NA,2,2,15
3,3,2,3,1,33
1,3,2,2,2,20
NA,3,3,3,2,30
2,3,3,2,2,34
2,4,2,3,2,33
3,3,3,2,3,31
2,2,3,3,2,30
3,2,3,2,2,20
NA,2,2,2,3,43
3,3,2,NA,2,23
2,3,3,2,3,21
2,3,3,3,1,17
2,3,2,NA,3,26
4,2,3,3,3,34
3,3,3,3,2,21
3,2,3,3,2,19
3,4,2,3,2,20
3,3,NA,4,2,30
1,2,3,3,4,46
2,2,3,NA,2,32
3,3,3,3,3,17
3,2,3,2,2,15
2,3,2,2,2,15
3,2,2,2,3,26
2,3,2,2,2,24
2,1,2,2,2,18
2,NA,3,3,2,15
2,2,2,2,2,20
3,2,3,3,1,24
3,2,2,3,3,24
2,2,2,2,3,28
3,2,NA,2,3,28
3,2,2,3,NA,16
2,2,2,3,2,21
2,3,3,3,3,30
2,3,2,3,2,19
2,3,2,3,3,34
2,3,2,2,4,41
3,1,3,3,3,26
2,2,2,NA,1,28
3,2,1,1,2,28
3,3,2,2,1,23
3,3,2,3,3,29
3,2,3,3,3,39
3,4,3,3,3,40
3,3,2,2,3,18
3,2,2,3,2,25
3,3,2,3,2,24
2,3,3,3,3,NA
2,2,3,3,4,31
3,2,3,2,2,29
3,2,3,2,3,18
2,3,2,2,2,23
3,2,1,3,3,37
2,3,3,2,3,36
2,2,2,NA,2,25
3,3,2,3,3,16
3,3,3,3,2,27
3,2,1,3,3,26
2,2,2,4,3,32
3,NA,2,3,3,17
4,3,3,3,2,30
3,3,3,1,3,20
4,2,3,2,4,NA
1,3,3,2,3,17
2,2,3,3,2,29
2,3,3,2,2,26
2,2,2,2,3,24
3,2,3,2,3,23
3,2,3,NA,3,39
2,2,2,2,3,34
3,3,2,2,3,38
3,2,2,3,4,46
2,2,2,2,2,24
2,2,3,2,5,38
3,2,3,2,3,32
3,3,2,3,3,22
3,3,2,2,2,31
3,3,3,2,4,38
2,2,2,2,2,25
3,3,3,2,3,35
3,2,2,4,3,16
2,2,3,NA,3,39
2,2,3,2,3,27
NA,2,2,2,3,24
2,2,3,2,NA,20
2,NA,4,3,3,30
NA,2,3,3,2,27
3,2,2,3,3,NA
3,3,2,3,4,41
3,3,3,NA,2,15
2,3,2,2,2,28
2,2,2,2,4,44
3,2,2,2,4,38
2,NA,3,3,2,23
3,2,2,3,3,22
3,3,3,3,3,NA
2,3,3,2,3,16
2,2,3,2,2,17
3,3,2,2,2,18
2,4,3,3,3,22
2,3,2,2,3,17
2,3,2,3,3,29
NA,3,2,3,2,29
2,3,3,3,NA,19
3,2,2,2,2,34
2,NA,3,3,3,29
3,NA,2,2,3,23
2,2,2,3,2,22
2,NA,2,2,3,26
3,3,3,3,3,32
3,2,3,2,3,35
2,NA,2,2,3,31
3,2,2,3,3,26
3,3,3,3,3,18
1,3,2,2,2,29
2,4,2,3,3,23
2,2,2,2,3,15
3,2,2,3,2,25
3,3,2,3,2,15
2,2,2,2,2,NA
3,3,2,3,3,22
2,3,3,3,3,25
3,3,3,2,2,27
2,2,3,3,3,NA
3,3,2,2,2,20
3,2,3,3,2,30
3,3,NA,3,2,15
2,2,2,3,3,37
3,3,3,2,3,26
2,3,2,NA,3,34
3,2,3,2,3,18
3,2,3,3,3,23
2,2,3,3,NA,15
3,3,2,3,2,22
2,3,3,4,2,17
3,2,2,3,3,27
3,3,3,3,2,15
3,2,3,3,3,33
3,2,2,2,2,15
3,3,2,2,2,25
2,2,3,2,2,NA
2,3,2,3,3,18
3,3,2,NA,3,28
3,2,3,3,2,18
3,3,3,3,3,29
2,2,3,2,3,28
2,2,2,2,NA,29
3,3,3,2,3,33
3,3,3,2,NA,24
2,2,NA,3,3,35
3,2,2,3,2,25
3,2,2,2,3,23
2,3,3,2,NA,24
2,2,2,2,3,26
3,3,NA,2,3,15
2,3,3,2,NA,15
2,4,2,3,3,27
3,3,2,3,3,15
2,2,2,3,2,22
2,NA,3,2,2,26
3,2,2,2,2,35
2,2,3,2,3,23
3,3,2,2,3,25
3,3,2,2,2,21
3,2,2,2,2,26
3,2,2,2,2,25
3,3,2,3,3,29
3,3,2,2,4,40
3,2,2,3,2,21
3,2,2,3,2,29
3,2,3,3,2,15
2,3,2,2,2,33
2,2,2,3,2,15
3,3,2,2,4,40
2,3,2,3,2,15
3,2,4,3,4,NA
3,3,2,2,2,34
2,3,2,2,3,31
3,4,2,2,2,23
2,NA,3,4,3,19
2,2,2,4,2,17
3,3,3,2,3,24
3,NA,2,2,4,34
3,3,3,2,2,27
NA,3,3,3,2,16
2,3,2,2,3,37
3,2,2,3,2,29
2,2,2,2,3,16
3,2,2,2,2,15
3,3,3,3,NA,19
2,3,2,3,2,20
3,4,2,2,2,20
NA,3,3,2,3,15
3,3,2,3,2,20
3,3,3,NA,3,30
3,3,2,2,4,41
4,3,3,2,3,23
2,3,2,2,3,15
3,2,3,2,2,25
1,2,2,2,2,26
2,3,NA,3,2,29
1,3,2,2,3,23
3,2,3,2,2,21
3,2,1,2,3,22
2,3,3,2,3,31
2,2,3,2,3,26
2,2,2,3,2,24
4,2,3,2,4,38
2,2,2,2,2,28
3,2,4,3,3,19
3,3,3,2,2,27
3,3,2,3,3,24
2,2,2,2,4,33
3,3,3,3,2,21
2,3,3,3,1,16
3,2,2,2,3,28
2,2,2,2,2,30
3,3,2,2,2,27
3,2,2,2,2,16
1,3,2,2,2,19
3,2,3,3,2,27
2,3,2,2,2,31
3,2,3,2,2,30
2,2,3,2,NA,28
2,3,3,2,NA,27
2,3,3,3,3,21
3,2,3,2,3,26
2,3,3,3,3,33
2,1,3,1,3,37
NA,3,3,3,2,21
3,2,2,2,2,NA
2,2,3,2,3,25
3,3,4,3,3,29
2,2,2,3,2,29
3,3,2,2,3,41
2,2,3,3,3,31
2,3,2,3,4,45
3,2,2,3,3,25
3,NA,2,2,2,17
2,2,3,3,3,NA
3,3,3,2,3,18
3,3,2,2,4,15
3,2,3,3,2,30
4,2,3,3,3,17
3,4,3,3,2,23
2,3,3,3,3,15
3,3,2,3,2,15
2,2,3,2,3,31
2,3,3,2,2,NA
2,2,3,3,3,34
3,3,2,3,3,16
2,3,2,2,3,27
3,2,2,3,3,17
2,3,3,2,2,23
3,3,3,2,4,36
2,3,3,NA,4,29
3,3,2,2,3,15
2,2,3,3,3,15
3,1,3,3,2,16
2,3,2,2,3,32
2,3,2,3,3,25
3,2,1,2,2,17
2,3,2,2,3,26
2,2,3,2,3,35
3,2,3,3,2,24
3,2,3,3,3,25
2,3,2,3,3,37
3,2,2,2,2,20
2,2,2,2,3,37
3,3,3,2,3,23
3,3,3,2,2,NA
3,3,3,NA,3,33
3,4,2,3,3,20
4,2,2,3,3,26
2,3,2,NA,3,34
3,3,3,2,2,15
3,2,2,3,3,30
2,3,NA,2,2,25
3,3,2,2,NA,31
2,3,3,2,4,47
2,3,3,2,2,23
2,2,1,3,3,34
3,2,2,3,2,28
2,NA,2,3,2,18
2,3,2,2,1,15
3,NA,3,3,2,20
2,3,3,3,2,24
2,2,2,2,2,26
3,2,3,3,2,20
3,2,3,2,2,35
3,2,2,3,3,22
3,3,3,2,2,15
2,3,2,3,1,22
3,3,2,2,3,37
3,2,2,2,2,24
3,3,3,3,3,35
2,2,2,3,4,29
3,3,2,3,3,31
NA,2,2,3,3,36
3,3,3,2,3,15
1,2,3,1,4,40
3,2,3,2,3,31
2,3,3,2,2,29
2,NA,2,2,3,15
3,NA,3,3,3,23
3,3,2,2,2,23
3,3,3,3,2,26
3,3,3,4,4,28
4,4,3,3,3,37
4,2,3,3,3,37
3,2,3,3,2,15
2,4,3,2,3,21
2,2,3,3,2,18
2,3,3,3,3,17
3,2,2,2,3,38
2,3,3,3,2,30
3,2,3,3,3,23
3,3,3,3,3,22
3,2,2,3,3,24
2,3,3,2,3,34
2,2,3,2,2,24
3,2,3,2,3,28
2,2,2,3,2,19
2,2,NA,3,2,31
2,3,2,3,2,30
NA,3,3,2,3,23
2,3,2,2,2,28
4,2,3,2,2,28
2,3,2,3,4,36
3,3,2,2,2,22
2,2,3,2,3,34
3,2,2,3,4,36
2,3,3,2,3,28
2,3,3,3,2,30
2,2,3,2,NA,22
2,2,2,3,NA,26
3,NA,2,3,1,18
3,3,2,2,2,21
2,1,2,NA,3,21
3,2,3,3,2,35
2,2,3,2,3,36
2,2,2,3,2,16
2,2,2,2,3,31
2,2,2,3,2,26
3,NA,2,2,3,34
4,2,2,3,2,16
3,2,2,3,4,31
2,3,2,2,3,22
NA,3,3,3,3,31
2,2,3,3,2,15
3,3,2,3,2,18
2,2,2,2,2,15
2,3,3,2,3,26
2,3,NA,2,2,18
3,2,2,2,3,17
2,1,2,2,3,15
