"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY","describeManager"
"853","V960I","Ethics","V5401Z",4,5,5,6,4,6,5,66204,10,48,1,1,2,"c(""responsive"", ""respectable"", ""perfectionistic"", ""considerate"", ""cutest"")"
"854","K645H","R&D","W6837Y",5,1,6,6,7,3,NA,142817,3,42,1,3,1,"c(""alert"", ""acceptable"", ""cuter"", ""splendiferous"", ""grand"")"
"855","Z956Q","R&D","W6837Y",3,2,4,4,5,4,3,87826,1,29,1,3,2,"c(""stunning"", ""cuter"", ""interesting"", ""fortunate"", ""awesome"")"
"856","R817P","R&D","X2508W",1,5,3,3,2,7,7,81447,8,23,1,2,1,"c(""delicious"", ""agreeable"", ""libertarian"", ""engaging"", ""funnier"")"
"857","C409G","Ethics","W4935V",5,2,6,7,6,4,4,47481,0,22,1,1,2,"c(""luckier"", ""great"", ""numberable"", ""convivial"", ""irresistible"")"
"858","O614M","Ethics","W4935V",4,1,6,5,6,3,3,50676,6,34,2,1,2,"c(""kindly"", ""gratifying"", ""compassionate"", ""outgoing"", ""excellent"")"
"859","H908N","R&D","X8503X",2,1,4,4,4,3,2,52370,2,30,2,1,2,"c(""riskless"", ""funniest"", ""peaceable"", ""amused"", ""beautiful"")"
"860","S499N","Finance","Z4040W",5,4,6,7,6,6,5,53280,0,23,1,1,2,"c(""pleasant"", ""lenient"", ""meaningful"", ""outgoing"", ""dedicated"")"
"861","R564A","Finance","W7052V",5,5,6,6,6,6,7,78646,4,54,2,3,1,"c(""wealthiest"", ""friendlier"", ""friendliest"", ""agreeable"", ""warmish"")"
"862","W797Z","Finance","Z4040W",3,1,5,4,4,2,1,69462,9,28,2,1,2,"c(""ready"", ""vital"", ""innocent"", ""vigoroso"", ""honest"")"
"863","Q351T","R&D","W6837Y",2,4,4,3,4,6,5,76849,8,40,2,2,1,"c(""wiser"", ""ethical"", ""bright"", ""excitable"", ""comfortable"")"
"864","A724J","Finance","V1626X",3,3,5,5,5,5,5,97544,5,39,2,3,2,"c(""friended"", ""relaxant"", ""achievable"", ""healthy"", ""noble"")"
"865","O120X","DSI","Y7924Z",1,1,2,2,2,3,2,74585,10,33,1,2,2,"c(""impressive"", ""surest"", ""ambitious"", ""clever"", ""growing"")"
"866","Q898F","R&D","V4859W",2,2,4,4,4,4,4,54806,4,54,1,2,2,"c(""blithe"", ""robust"", ""fantastic"", ""giggly"", ""comfortable"")"
"867","V909C","R&D","W6837Y",1,2,2,2,4,3,4,69371,9,50,2,1,2,"c(""trustworthy"", ""accomplished"", ""respectful"", ""giggliest"", ""advanced"")"
"868","M853K","Finance","Z5440X",1,5,3,3,3,7,NA,137144,4,41,1,3,2,"c(""freebie"", ""positive"", ""compassionate"", ""darling"", ""medal"")"
"869","D645S","Finance","Z5440X",2,1,3,4,4,2,NA,46923,4,25,1,1,2,"c(""blissful"", ""gentlest"", ""friended"", ""natural"", ""restful"")"
"870","K975J","Health","X3361V",3,2,4,5,5,5,4,78539,9,27,2,2,2,"c(""devoted"", ""jovial"", ""winning"", ""doubtless"", ""amusable"")"
"871","E820U","Finance","Z5080X",4,5,6,6,6,7,6,72545,8,35,1,1,2,"c(""glamorous"", ""cheerful"", ""pleasing"", ""outstanding"", ""jolliest"")"
"872","Y161E","Health","Y9874X",5,5,7,7,7,5,NA,55723,4,30,1,2,2,"c(""jubilant"", ""glad"", ""idealist"", ""intellectualistic"", ""glamorous"")"
"873","W688J","Finance","Z5440X",5,1,7,6,7,2,3,123881,10,50,2,3,2,"c(""dear"", ""determinative"", ""easygoing"", ""foolproof"", ""sophisticated"")"
"874","L293J","R&D","X8503X",1,1,2,3,2,2,3,71160,8,32,1,1,2,"c(""positive"", ""intellectual"", ""amusing"", ""hurtless"", ""poised"")"
"875","P524A","R&D","V4203Y",3,4,4,4,5,6,5,65886,4,28,2,3,2,"c(""daredevil"", ""sunnier"", ""freestanding"", ""graceful"", ""assurgent"")"
"876","F524I","Finance","Z5440X",3,2,5,5,5,4,3,53166,7,30,2,2,2,"c(""faultless"", ""painless"", ""idealistic"", ""funny"", ""fantastic"")"
"877","A346S","Finance","V1626X",4,3,7,7,6,5,5,57722,0,47,1,2,2,"c(""kind"", ""heroic"", ""trustful"", ""cheeriest"", ""surest"")"
"878","J570F","Health","Y9874X",4,4,6,5,5,6,5,122539,7,25,2,3,2,"c(""intense"", ""perfective"", ""cleverish"", ""cheerier"", ""impressive"")"
"879","A275T","R&D","X2508W",2,1,3,3,4,3,3,140041,0,33,2,3,1,"c(""rapturous"", ""optimistic"", ""restful"", ""superb"", ""gleeful"")"
"880","Z726K","Ethics","V5401Z",3,4,4,4,4,6,NA,81842,10,33,2,3,2,"c(""incentive"", ""merry"", ""easier"", ""hurtless"", ""energetic"")"
"881","Q260O","R&D","X2508W",5,2,6,7,6,4,3,117665,5,47,2,3,2,"c(""charming"", ""exultant"", ""idealist"", ""treasurable"", ""determined"")"
"882","R490R","R&D","X2508W",5,2,7,7,6,4,3,90758,10,37,2,3,2,"c(""indestructible"", ""solid"", ""prominent"", ""inviting"", ""praiseworthy"")"
"883","X518X","Health","X3361V",5,5,7,7,6,7,7,57486,0,50,2,2,1,"c(""alive"", ""substantial"", ""enthusiastic"", ""funny"", ""endorsed"")"
"884","R745A","R&D","X2508W",2,4,4,4,4,5,6,54430,3,35,2,1,2,"c(""splendorous"", ""charming"", ""kissable"", ""worthwhile"", ""troubleshooter"")"
"885","L457O","Finance","Z5440X",2,3,4,4,3,4,4,54050,5,32,2,1,2,"c(""exclusive"", ""inspirational"", ""romance"", ""wealthiest"", ""heartwarming"")"
"886","A539B","R&D","V4203Y",3,4,4,5,5,6,NA,88275,10,53,2,3,1,"c(""promising"", ""greatest"", ""easier"", ""champion"", ""complimentary"")"
"887","O504H","R&D","X2508W",4,4,5,5,6,5,NA,47731,1,48,1,1,2,"c(""inquisitive"", ""friended"", ""lown"", ""freer"", ""unequaled"")"
"888","L653K","R&D","X8503X",5,1,7,6,7,2,3,76169,8,44,1,2,2,"c(""assurgent"", ""merriest"", ""exuberant"", ""braver"", ""laughing"")"
"889","Q770U","Finance","Z5440X",4,3,5,4,5,5,5,109476,3,43,2,3,2,"c(""virtuosic"", ""guiltless"", ""euphoric"", ""braver"", ""desired"")"
"890","R698O","Finance","Z4040W",2,3,3,3,4,5,4,120912,8,35,2,3,2,"c(""gentle"", ""determinative"", ""jollier"", ""advantageous"", ""nicest"")"
"891","O118W","R&D","X8503X",3,4,4,4,5,6,5,114161,1,28,2,3,2,"c(""invincible"", ""satisfiable"", ""celebrated"", ""splendiferous"", ""engaged"")"
"892","H266F","Finance","Z5440X",5,3,6,7,6,4,5,144025,5,39,2,3,2,"c(""worthwhile"", ""complimentary"", ""truer"", ""picturesque"", ""flexible"")"
"893","G240C","Finance","V1626X",2,4,4,4,4,5,5,83941,10,22,2,2,1,"c(""avid"", ""ideal"", ""charming"", ""braver"", ""handsome"")"
"894","K651K","R&D","X2508W",2,4,4,3,3,4,4,57501,3,35,2,2,2,"c(""merited"", ""freehand"", ""treasurable"", ""avid"", ""feeling"")"
"895","T157N","Ethics","V1748V",3,4,4,4,4,6,6,54266,3,38,1,2,1,"c(""guiltless"", ""comedic"", ""blessed"", ""achievable"", ""honorable"")"
"896","E559R","R&D","V4859W",1,5,2,1,3,5,6,58431,3,50,2,2,2,"c(""heavenward"", ""huggable"", ""festive"", ""peaceable"", ""unequaled"")"
"897","B791C","Finance","V1626X",4,4,6,6,6,4,6,170257,10,23,2,3,2,"c(""prepared"", ""inquisitive"", ""grand"", ""peaceable"", ""freer"")"
"898","Q393E","Finance","V1626X",1,1,2,4,2,3,3,49090,1,47,1,1,2,"c(""thrilling"", ""sexy"", ""divine"", ""stout"", ""beatific"")"
"899","F820D","Health","X3361V",4,4,6,5,5,6,6,47182,1,48,1,1,2,"c(""defensible"", ""benefic"", ""hurtless"", ""glad"", ""respectful"")"
"900","C641T","Finance","Z5080X",3,3,4,4,5,5,4,53354,4,50,1,1,2,"c(""outstanding"", ""complimentary"", ""stable"", ""united"", ""profitable"")"
"901","D396B","Health","V3988Z",5,2,6,5,7,3,NA,147948,3,26,2,3,2,"c(""grand"", ""fantastic"", ""stunning"", ""dynamitic"", ""irresistible"")"
"902","P304S","R&D","V4859W",4,3,6,6,6,4,4,90084,0,49,2,3,2,"c(""warmish"", ""superior"", ""mandatory"", ""honorific"", ""humoral"")"
"903","B940H","R&D","V4203Y",3,2,4,5,4,4,3,52594,2,36,1,1,2,"c(""appreciative"", ""assured"", ""appreciatory"", ""intellectualistic"", ""resolved"")"
"904","M780X","R&D","X8503X",3,4,5,4,5,5,5,138045,9,51,2,3,2,"c(""reliant"", ""trustful"", ""glamorous"", ""freethinker"", ""sympathetic"")"
"905","N513D","R&D","V4203Y",4,4,6,6,6,5,6,54242,4,41,1,1,2,"c(""darling"", ""friendliest"", ""contestable"", ""jolly"", ""advantageous"")"
"906","A452M","Ethics","V1748V",3,4,5,5,5,6,6,120107,3,26,2,3,2,"c(""ready"", ""freethinking"", ""enterprising"", ""heartfelt"", ""trustworthy"")"
"907","U730R","R&D","W6837Y",2,1,4,3,2,2,1,70520,10,50,2,1,2,"c(""gentle"", ""valuable"", ""irresistible"", ""benefic"", ""euphoric"")"
"908","X468J","R&D","X2508W",4,4,5,6,5,6,4,98387,7,39,2,3,2,"c(""happier"", ""giggly"", ""truer"", ""lovable"", ""prettied"")"
"909","R708K","Finance","W7052V",3,5,4,5,4,6,6,148985,3,49,1,3,2,"c(""sunny"", ""desired"", ""enterprising"", ""livelier"", ""sunniest"")"
"910","K328P","Ethics","W4935V",1,5,2,3,2,6,5,51359,6,47,2,1,2,"c(""winnable"", ""hilarious"", ""cutest"", ""beaut"", ""braver"")"
"911","W504G","R&D","V4859W",3,4,5,5,5,6,NA,53392,4,52,1,1,2,"c(""superior"", ""daredevil"", ""smarty"", ""fervent"", ""harmonious"")"
"912","T841B","R&D","V4203Y",5,2,7,7,6,4,4,59986,1,37,1,2,2,"c(""novel"", ""invincible"", ""kind"", ""noble"", ""amusive"")"
"913","G270V","Ethics","W4935V",4,1,5,6,5,3,2,93455,4,38,1,3,2,"c(""indestructible"", ""glad"", ""appreciatory"", ""joyful"", ""vivacious"")"
"914","B170M","Finance","Z5440X",4,4,5,5,5,5,6,58803,3,52,1,2,1,"c(""desirous"", ""excellent"", ""best"", ""amazed"", ""lovable"")"
"915","S872D","Finance","V1626X",1,3,3,3,2,4,4,50235,6,37,2,1,2,"c(""advanced"", ""satisfiable"", ""unequaled"", ""pleasurable"", ""gleeful"")"
"916","L882D","Finance","V1626X",1,2,2,2,3,4,3,61777,10,30,2,1,2,"c(""praiseworthy"", ""marvelous"", ""urgent"", ""freewheeling"", ""virtuosic"")"
"917","E185J","R&D","W6837Y",5,2,7,6,7,3,NA,68868,10,53,1,1,2,"c(""wealthy"", ""welcome"", ""innocent"", ""clean"", ""decisive"")"
"918","B177T","Finance","Z4040W",2,2,4,4,3,3,4,76445,10,43,1,2,2,"c(""cheery"", ""numberable"", ""gracile"", ""profitable"", ""praiseworthy"")"
"919","S140N","R&D","X2508W",3,2,5,4,4,3,4,74069,9,48,2,2,2,"c(""exclusive"", ""humoristic"", ""fearless"", ""generous"", ""untarnished"")"
"920","O160S","Ethics","W4935V",3,4,4,5,5,5,5,57887,4,42,1,2,2,"c(""funnelform"", ""clever"", ""wealthy"", ""harmonic"", ""freewheeling"")"
"921","O679N","Ethics","V5401Z",2,5,4,4,4,6,6,61872,9,25,1,1,2,"c(""keen"", ""friendliest"", ""passive"", ""dynamometric"", ""amorous"")"
"922","K233U","Health","Y9874X",1,4,3,3,3,5,5,52347,3,22,2,1,2,"c(""tenderhearted"", ""kind"", ""curious"", ""triumphal"", ""assurgent"")"
"923","X571L","Health","X3361V",1,3,1,3,3,3,4,89497,9,29,2,3,2,"c(""easier"", ""immortal"", ""champion"", ""handsome"", ""darling"")"
"924","V622M","R&D","V4203Y",3,5,4,4,4,6,6,50129,7,36,1,1,2,"c(""favorite"", ""beloved"", ""intricate"", ""intelligent"", ""heroic"")"
"925","L728A","Finance","W7052V",3,5,4,4,4,6,7,70615,10,40,2,1,2,"c(""charming"", ""innovative"", ""positivist"", ""substantial"", ""romance"")"
"926","U224Y","Health","X3361V",3,2,4,4,5,4,4,117652,3,26,2,3,1,"c(""exuberant"", ""intellectual"", ""beneficiary"", ""wiser"", ""luckiest"")"
"927","Y169D","Finance","Z5080X",1,5,2,2,2,6,7,148152,8,43,2,3,2,"c(""self-confident"", ""idealistic"", ""brilliant"", ""favoured"", ""winnable"")"
"928","E906V","R&D","V4203Y",4,1,6,5,5,3,NA,149715,8,53,2,3,2,"c(""wealthiest"", ""adventurous"", ""doubtless"", ""spirited"", ""strongish"")"
"929","J842J","R&D","V4203Y",5,5,6,7,6,6,NA,96526,9,34,1,3,2,"c(""libertarian"", ""meaningful"", ""impressive"", ""bravest"", ""perfectionist"")"
"930","I497I","R&D","X8503X",5,2,7,6,6,3,3,54353,3,47,1,2,1,"c(""honour"", ""whimsical"", ""comfortable"", ""gracile"", ""greater"")"
"931","P923J","R&D","V4203Y",3,4,4,4,5,6,5,59543,5,30,1,2,2,"c(""endorsed"", ""honorary"", ""marvelous"", ""triumphal"", ""salient"")"
"932","Y490M","Finance","Z4040W",2,1,4,4,4,3,2,76699,10,45,1,2,2,"c(""chic"", ""warmish"", ""liveliest"", ""pensive"", ""complimentary"")"
"933","E326D","R&D","V4859W",3,3,4,5,5,4,5,133089,8,27,1,3,2,"c(""jolly"", ""forgiving"", ""desirous"", ""greater"", ""careful"")"
"934","E147P","Health","V3988Z",4,5,6,6,6,7,NA,49522,1,29,2,1,2,"c(""relievable"", ""generous"", ""honorific"", ""amoroso"", ""kind"")"
"935","H530R","Finance","W7052V",1,4,2,3,2,5,5,57651,6,42,1,2,2,"c(""enjoyable"", ""winning"", ""opportune"", ""blessed"", ""carefree"")"
"936","Y428F","R&D","X2508W",1,4,2,2,3,5,5,125160,8,52,2,3,1,"c(""divine"", ""steadfast"", ""kind"", ""good"", ""honorary"")"
"937","S754P","Health","Y9874X",1,1,3,2,2,2,3,54002,7,39,1,1,2,"c(""magnific"", ""harmless"", ""heavenly"", ""cool"", ""lucky"")"
"938","S560Z","Ethics","V5401Z",4,1,6,5,5,3,2,80182,9,23,1,3,2,"c(""charming"", ""cherishable"", ""admirable"", ""heartfelt"", ""sincere"")"
"939","R595V","Finance","Z4040W",3,3,5,4,5,5,5,57438,3,49,1,2,2,"c(""reliant"", ""invulnerable"", ""happiest"", ""lenient"", ""acceptable"")"
"940","H958O","R&D","V4203Y",2,5,4,4,3,6,6,71566,10,29,1,2,2,"c(""idealistic"", ""easeful"", ""freestanding"", ""perfective"", ""serene"")"
"941","T520B","Finance","Z4040W",5,2,6,6,6,4,3,80016,7,52,2,3,2,"c(""guiltless"", ""assured"", ""laughing"", ""prominent"", ""ideal"")"
"942","H259T","R&D","X8503X",1,5,2,2,2,6,7,55294,0,52,1,2,2,"c(""rich"", ""sprightly"", ""determinative"", ""nice"", ""promising"")"
"943","Z918O","Finance","W7052V",5,3,7,6,6,4,5,60818,4,43,2,3,2,"c(""perfect"", ""funny"", ""merriest"", ""immortal"", ""engaging"")"
"944","J860F","Ethics","V5401Z",1,2,2,3,3,4,NA,45734,2,27,1,1,2,"c(""breathtaking"", ""treasurable"", ""important"", ""well"", ""cheerier"")"
"945","Q595A","Health","Y9874X",1,4,2,2,2,5,5,52207,3,54,1,1,2,"c(""elegant"", ""desirable"", ""flexible"", ""easygoing"", ""innocent"")"
"946","V822Z","Finance","Z5440X",1,3,3,4,2,4,5,147760,4,39,2,3,2,"c(""honorary"", ""friendliest"", ""natural"", ""perfective"", ""truthful"")"
"947","C418K","Finance","W7052V",5,2,7,6,6,4,3,53533,6,29,2,2,1,"c(""wised"", ""cheerier"", ""amusable"", ""heartfelt"", ""curious"")"
"948","U515F","Health","Y9874X",3,4,5,4,4,6,NA,45305,6,49,1,1,2,"c(""riskless"", ""brisk"", ""intellective"", ""divinatory"", ""poised"")"
"949","A153Z","Finance","V1626X",3,5,4,4,5,6,NA,68974,10,49,1,1,2,"c(""friended"", ""friendliest"", ""sunny"", ""accepted"", ""remarkable"")"
"950","Z179G","Finance","Z5080X",1,4,4,3,2,6,6,129713,10,47,2,3,2,"c(""dynamistic"", ""sexy"", ""brisk"", ""happier"", ""popular"")"
"951","G371R","R&D","X8503X",1,1,2,3,2,2,3,53198,2,34,1,1,2,"c(""meaningful"", ""fresh"", ""relaxer"", ""intelligential"", ""trusting"")"
"952","F384W","Finance","V1626X",2,5,4,3,4,5,6,55798,2,26,1,2,2,"c(""dynamitic"", ""inspiratory"", ""comedic"", ""inspirational"", ""favoured"")"
"953","M292X","Finance","Z5440X",5,2,6,7,7,3,3,61315,3,31,1,3,2,"c(""astounding"", ""avid"", ""intelligent"", ""calm"", ""clean"")"
"954","O392J","Ethics","V1748V",3,5,5,4,4,6,6,47677,4,38,1,1,1,"c(""heroic"", ""happy"", ""faithful"", ""determinately"", ""strongish"")"
"955","Z257E","R&D","X2508W",1,3,3,4,2,5,4,75026,9,34,1,2,2,"c(""excellent"", ""contestable"", ""charming"", ""winning"", ""dauntless"")"
"956","H660L","R&D","X8503X",5,5,6,6,7,7,NA,54333,5,45,2,1,1,"c(""freethinking"", ""excitable"", ""luckiest"", ""ethical"", ""splendrous"")"
"957","K730G","Finance","Z5080X",3,3,4,4,4,4,5,75815,9,54,2,3,1,"c(""lucky"", ""libertarian"", ""audacious"", ""beautiful"", ""worthy"")"
"958","G788K","R&D","X8503X",1,1,2,4,2,2,2,84371,5,50,2,3,2,"c(""responsive"", ""jaunty"", ""favorite"", ""competent"", ""heavenly"")"
"959","E584U","R&D","X8503X",5,1,6,6,7,4,2,100957,6,29,2,3,2,"c(""kindly"", ""bravest"", ""blithe"", ""vested"", ""adequate"")"
"960","L891D","R&D","X2508W",1,4,3,2,3,5,5,68503,10,55,2,1,2,"c(""supreme"", ""desirable"", ""ambivalent"", ""wiser"", ""trustful"")"
"961","X851A","Finance","W7052V",5,1,7,7,6,2,3,140456,10,49,2,3,2,"c(""devoted"", ""ambivalent"", ""desired"", ""fab"", ""apprehensible"")"
"962","J117L","Ethics","W4935V",4,1,5,6,6,2,2,136450,6,54,2,3,1,"c(""united"", ""easeful"", ""harmless"", ""heavenward"", ""favorite"")"
"963","C857M","DSI","Y7924Z",5,5,7,6,7,7,7,78621,8,47,2,2,2,"c(""luckiest"", ""ideal"", ""energetic"", ""super"", ""challenging"")"
"964","H886J","R&D","V4859W",3,3,5,6,5,4,4,117885,1,43,2,3,2,"c(""clever"", ""impressionistic"", ""excitative"", ""sunniest"", ""lenient"")"
"965","K937D","Health","V3988Z",2,5,3,2,3,6,6,134912,8,51,2,3,2,"c(""adventuresome"", ""flirtatious"", ""happiest"", ""fumeless"", ""fab"")"
"966","G359Q","R&D","X8503X",1,2,3,2,2,3,3,145793,8,47,2,3,2,"c(""sincere"", ""beaut"", ""splendorous"", ""likeable"", ""freeing"")"
"967","F331O","Health","V3988Z",4,4,5,6,6,5,6,109022,3,52,2,3,2,"c(""sprightly"", ""handsome"", ""surer"", ""intelligible"", ""capable"")"
"968","W727R","Finance","W7052V",2,1,3,4,4,3,3,71575,9,30,1,2,1,"c(""braver"", ""well"", ""freewill"", ""trustable"", ""splendrous"")"
"969","J937E","DSI","Y7924Z",3,2,5,4,4,3,4,45238,5,26,1,1,2,"c(""dynamic"", ""amusive"", ""merited"", ""interested"", ""easier"")"
"970","B781T","Finance","V1626X",1,2,2,2,2,3,3,53707,4,22,1,2,2,"c(""wealthy"", ""easiest"", ""ecstatic"", ""avid"", ""assurgent"")"
"971","Z754E","Ethics","V1748V",1,5,3,2,3,6,7,71994,8,32,1,1,2,"c(""beauteous"", ""prettier"", ""pretty"", ""gentler"", ""interested"")"
"972","D540Q","R&D","V4859W",5,4,6,7,7,6,NA,45181,1,42,1,1,2,"c(""ethical"", ""sunnier"", ""clean"", ""jolliest"", ""wealthier"")"
"973","B126M","Finance","Z5080X",1,2,3,2,2,4,3,53173,3,25,1,1,2,"c(""immune"", ""brilliant"", ""lovely"", ""adorable"", ""marvelous"")"
"974","B649O","Finance","W7052V",5,3,6,7,7,4,5,52715,3,44,2,1,2,"c(""freethinking"", ""honorific"", ""inquisitive"", ""respective"", ""unequaled"")"
"975","W856C","Health","Y9874X",5,2,6,6,7,5,4,97475,0,48,1,3,2,"c(""benefic"", ""joyous"", ""dauntless"", ""carefree"", ""casual"")"
"976","B899G","R&D","X2508W",3,2,5,5,4,4,5,74692,8,39,1,1,2,"c(""fortunate"", ""humorous"", ""tensionless"", ""handsomer"", ""powerful"")"
"977","H659D","R&D","X8503X",5,1,6,7,6,2,3,50557,5,54,1,1,1,"c(""thankful"", ""truer"", ""freethinking"", ""elated"", ""worthwhile"")"
"978","D564O","Finance","Z5080X",2,5,5,4,4,6,6,74015,10,33,2,2,2,"c(""meaningful"", ""mandatory"", ""passional"", ""respective"", ""effective"")"
"979","B137Q","Ethics","V1748V",1,3,3,3,2,4,5,71769,10,27,1,1,1,"c(""satisfactory"", ""perfectionist"", ""steadfast"", ""respectful"", ""fantastic"")"
"980","N579R","Finance","W7052V",5,5,6,6,7,7,7,53703,2,30,1,2,2,"c(""innovative"", ""gratifying"", ""humoral"", ""cheerier"", ""kissable"")"
"981","H965O","R&D","V4859W",1,5,2,2,2,6,6,93093,1,40,1,3,2,"c(""okay"", ""cheerful"", ""wonderful"", ""idealist"", ""humorous"")"
"982","J113G","R&D","W6837Y",2,4,4,3,3,5,6,47786,4,47,2,1,2,"c(""adventuresome"", ""ambivalent"", ""robust"", ""impressive"", ""amazing"")"
"983","C636K","Ethics","V5401Z",5,4,7,7,6,6,NA,53758,4,22,1,2,1,"c(""optimal"", ""debonair"", ""splendid"", ""zealous"", ""freewill"")"
"984","P311B","Ethics","V5401Z",3,1,4,4,4,2,2,73246,9,53,1,2,2,"c(""affectional"", ""merited"", ""meritorious"", ""glamorous"", ""desired"")"
"985","N681Y","Finance","Z4040W",1,4,2,2,2,5,4,139361,5,26,2,3,1,"c(""intelligent"", ""stealthiest"", ""enterprising"", ""cheerier"", ""mandatory"")"
"986","O770Q","R&D","W6837Y",1,2,3,2,4,4,3,45190,3,26,1,1,2,"c(""successful"", ""honour"", ""considerate"", ""amazed"", ""funnelform"")"
"987","T780Y","Finance","V1626X",2,3,3,4,4,4,4,94699,7,22,2,3,2,"c(""engaged"", ""beauteous"", ""beautiful"", ""vivacious"", ""stable"")"
"988","I676L","Finance","V1626X",1,5,2,2,2,7,7,61078,8,54,1,1,2,"c(""relaxant"", ""substantial"", ""capable"", ""splendrous"", ""friendly"")"
"989","C860L","R&D","X2508W",2,1,4,3,4,3,3,57988,1,51,2,2,2,"c(""hurtless"", ""cheerier"", ""speculative"", ""grateful"", ""competitive"")"
"990","N432G","Finance","Z4040W",1,3,2,2,2,4,5,95421,6,48,2,3,2,"c(""handsomest"", ""well"", ""charming"", ""responsible"", ""wiser"")"
"991","T783Q","R&D","X8503X",2,2,4,4,4,2,3,46996,7,40,2,1,2,"c(""accomplished"", ""comfortable"", ""adventurous"", ""relaxant"", ""beneficiary"")"
"992","G121M","Finance","V1626X",2,2,4,3,4,3,3,148238,5,34,2,3,2,"c(""fantastic"", ""triumphant"", ""livelong"", ""capable"", ""robust"")"
"993","J661O","Finance","Z5440X",5,1,7,7,7,2,2,55163,5,55,2,2,2,"c(""cherishable"", ""greater"", ""sympathetic"", ""interesting"", ""riskless"")"
"994","D767U","Finance","W7052V",4,2,6,6,6,4,4,55960,6,55,2,2,2,"c(""safe"", ""nicer"", ""enterprising"", ""rewarding"", ""jollier"")"
"995","R839M","Ethics","V1748V",5,5,7,6,6,6,6,59453,3,42,1,2,2,"c(""merry"", ""delighted"", ""smug"", ""successive"", ""visionary"")"
"996","R759O","R&D","V4859W",3,4,4,5,4,5,6,52640,4,29,2,1,2,"c(""brave"", ""likeable"", ""freest"", ""whimsical"", ""effective"")"
"997","R114Q","R&D","X8503X",4,1,5,5,5,3,3,47657,3,23,1,1,2,"c(""awesome"", ""swift"", ""sympathetic"", ""freer"", ""pleasing"")"
"998","O760L","Health","Y9874X",4,3,6,5,5,4,4,126019,6,34,2,3,2,"c(""daring"", ""awesome"", ""fervid"", ""alive"", ""cherishable"")"
"999","A631K","R&D","V4859W",1,2,2,3,2,3,4,142783,9,54,1,3,2,"c(""swift"", ""pleasant"", ""interested"", ""truthful"", ""clever"")"
"1000","H722I","Health","X3361V",2,4,3,4,3,5,5,73901,9,27,2,2,2,"c(""exultant"", ""powerful"", ""honorable"", ""sympathetic"", ""lovable"")"
"1001","K408P","Finance","Z5080X",4,4,6,6,5,5,5,79125,10,41,1,2,2,"c(""delighted"", ""cool"", ""pensive"", ""benevolent"", ""interesting"")"
"1002","Y758K","Finance","W7052V",1,4,3,3,2,6,5,98701,0,47,2,3,1,"c(""fervent"", ""creditable"", ""accepted"", ""enterprising"", ""guiltless"")"
"1003","G960L","Finance","W7052V",1,3,2,3,2,5,5,47821,0,54,1,1,2,"c(""tolerant"", ""perfectionistic"", ""gracious"", ""good"", ""giggly"")"
"1004","T604B","Finance","Z5080X",1,2,3,2,3,3,2,54337,7,37,1,2,2,"c(""guiltless"", ""merriest"", ""excitative"", ""braver"", ""gentler"")"
"1005","O782V","R&D","W6837Y",2,3,3,4,4,4,6,46578,5,27,1,1,2,"c(""huggable"", ""excitative"", ""neat"", ""wiser"", ""comprehensive"")"
"1006","Q504V","Health","Y9874X",3,4,4,5,5,5,6,77010,8,43,2,2,1,"c(""important"", ""splendiferous"", ""scrumptious"", ""wised"", ""satisfiable"")"
"1007","B123R","R&D","X2508W",2,3,3,4,3,4,5,113235,3,25,2,3,2,"c(""creditable"", ""intellectual"", ""peculiar"", ""visionary"", ""interested"")"
"1008","V692R","R&D","V4859W",4,2,6,5,6,4,3,53508,6,48,1,2,1,"c(""perfectionist"", ""resolute"", ""honest"", ""fresh"", ""easeful"")"
"1009","A207O","Health","V3988Z",3,1,5,5,5,3,2,50415,0,27,1,1,2,"c(""relievable"", ""calm"", ""resolvent"", ""vigoroso"", ""vested"")"
"1010","W887K","DSI","Y7924Z",4,5,5,5,5,6,6,74240,9,39,2,2,2,"c(""prettier"", ""amusable"", ""hilarious"", ""convivial"", ""foolproof"")"
"1011","I706M","Finance","Z5080X",3,4,5,4,4,5,6,140782,5,34,1,3,2,"c(""honourable"", ""peaceful"", ""thankful"", ""beaut"", ""funnelform"")"
"1012","Y709M","R&D","X2508W",2,2,4,4,4,4,3,48506,7,25,1,1,2,"c(""intellective"", ""riskless"", ""jovial"", ""intellectualistic"", ""adventuresome"")"
"1013","D711A","R&D","V4203Y",5,4,6,6,6,5,5,146308,10,53,1,3,1,"c(""splendrous"", ""capable"", ""nicest"", ""genial"", ""sunny"")"
