"id"|"team"|"manager"|"jobTasksSDSA"|"jobBalanceSDSA"|"jobPaySDSA"|"jobRecognitionSDSA"|"jobAdvancementSDSA"|"jobCoworkersSDSA"|"jobManagementSDSA"|"salary"|"tenure"
"1362"|"X155P"|"Ethics"|"W7742X"|"1"|"2"|"3"|"3"|"3"|"4"|"4"|"87531"|"5"
"1363"|"H125L"|"R&D"|"Y3553W"|"4"|"1"|"5"|"5"|"6"|"3"|"2"|"75950"|"9"
"1364"|"F827A"|"R&D"|"V4497X"|"1"|"4"|"3"|"2"|"3"|"5"|"6"|"66550"|"4"
"1365"|"J945X"|"R&D"|"Y3553W"|"6"|"3"|"7"|"7"|"7"|"5"|"5"|"53572"|"5"
"1366"|"Y554K"|"R&D"|"V4497X"|"2"|"2"|"3"|"3"|"4"|"4"|"3"|"135034"|"9"
"1367"|"R435A"|"Finance"|"Y4468Y"|"4"|"1"|"5"|"5"|"5"|"3"|"3"|"51056"|"6"
"1368"|"X983H"|"Health"|"Z4101Z"|"2"|"4"|"4"|"3"|"2"|"5"|"7"|"113976"|"3"
"1369"|"H495O"|"Finance"|"X7645X"|"2"|"3"|"4"|"3"|"3"|"5"|"5"|"73070"|"10"
"1370"|"T138O"|"R&D"|"Y3553W"|"1"|"6"|"3"|"2"|"2"|"7"|"7"|"49647"|"5"
"1371"|"Y322Y"|"Finance"|"Y9641W"|"6"|"6"|"7"|"7"|"6"|"7"|"7"|"58678"|"5"
"1372"|"P275V"|"Ethics"|"X8022Z"|"7"|"1"|"7"|"7"|"7"|"3"|"2"|"66316"|"10"
"1373"|"Y454F"|"Health"|"V7487V"|"3"|"3"|"4"|"4"|"4"|"4"|"5"|"77565"|"5"
"1374"|"Q126D"|"R&D"|"Y3553W"|"4"|"5"|"6"|"6"|"4"|"6"|"7"|"51451"|"4"
"1375"|"T159D"|"R&D"|"X8066X"|"5"|"2"|"6"|"6"|"7"|"3"|"4"|"74675"|"1"
"1376"|"P545T"|"R&D"|"V4497X"|"2"|"7"|"3"|"4"|"3"|"7"|"7"|"98794"|"5"
"1377"|"N776A"|"Health"|"W8102W"|"2"|"3"|"3"|"3"|"3"|"5"|"5"|"54790"|"2"
"1378"|"H690Z"|"R&D"|"X8066X"|"1"|"5"|"2"|"3"|"3"|"7"|"7"|"56960"|"2"
"1379"|"Q503H"|"R&D"|"V4497X"|"6"|"1"|"7"|"7"|"7"|"3"|"2"|"48649"|"4"
"1380"|"B162Y"|"Finance"|"X7645X"|"7"|"4"|"7"|"7"|"7"|"5"|NA|"54435"|"0"
"1381"|"I450E"|"Ethics"|"X8022Z"|"6"|"3"|"7"|"7"|"6"|"5"|"5"|"57631"|"7"
"1382"|"J768U"|"Finance"|"Z7298V"|"7"|"7"|"7"|"7"|"7"|"7"|NA|"48951"|"2"
"1383"|"W491J"|"Health"|"Z4101Z"|"3"|"2"|"4"|"5"|"5"|"4"|"3"|"48847"|"7"
"1384"|"S242X"|"R&D"|"V4497X"|"5"|"1"|"7"|"7"|"7"|"2"|"2"|"77964"|"9"
"1385"|"S533V"|"Ethics"|"X8022Z"|"1"|"2"|"3"|"3"|"3"|"4"|"3"|"144927"|"0"
