,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description
314,1/20/2017 0:00,Country_01,Local_06,Metals,IV,IV,Male,Third Party (Remote),Fall prevention,"At 15:05 hours, Mr. Cesar Tello-MOINSAC, was carrying out the work of assembling the water line, for that he climbs up the cat ladder and at an approximate height of 2.5 meters he vanishes and falls, hitting himself on the way, being transferred to the medical center for his attention."
315,1/20/2017 0:00,Country_01,Local_04,Mining,I,III,Male,Third Party,Manual Tools,"When manipulating materials on the master drill truck, the operators decide to make space by moving a radiator, at that moment the driver of the truck is imprisoned the little finger of the left hand against the bar."
316,1/21/2017 0:00,Country_02,Local_02,Mining,I,I,Male,Third Party (Remote),Others,"Employees engaged in the removal of material from the excavation of the well 2 of level 265, using shovel and placing it in the bucket. During the day some of this material fell into the pipes of the employees' boots and the friction between the boot and the calf caused a superficial injury to the legs."
317,1/21/2017 0:00,Country_02,Local_02,Mining,I,I,Male,Third Party (Remote),Others,"Employees engaged in the removal of material from the excavation of the well 2 of level 265, using shovel and placing it in the bucket. During the day some of this material fell into the pipes of the employees' boots and the friction between the boot and the calf caused a superficial injury to the legs."
318,1/23/2017 0:00,Country_01,Local_04,Mining,I,IV,Male,Third Party,remains of choco,"Being 4:15 a.m. on the 179th block of Nv 1880 Ob 2, at the moment that Messrs. and Roger (injured), cleaned the 14th drill of the radial mesh that was in an inclined shape in the right gable, moment that detaches fragments of rock of 5x5x2 cm. impacting the shoulder."
319,1/24/2017 0:00,Country_02,Local_05,Metals,I,III,Male,Third Party (Remote),Fall,"Employee was transiting the GRS area when he came to slip, suffering a twist in his left knee."
320,1/24/2017 0:00,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 01/24/2017, at 12:25 a.m., during the activity of collecting soil, the collaborator Milton ran into a branch and was attacked by maribondos. He was bitten twice in the head. No pain, swelling and no allergic symptoms continued with their activities."
321,1/25/2017 0:00,Country_01,Local_03,Mining,V,VI,Male,Third Party,remains of choco,"During the process of loading drills in the Carmen pit of level 3450, the operator positions the basket of the anfo loader 186 equipment at a height of 3m from the floor to carry out the loading of the production drills; At this moment, a stone slab of 1.4x0.7x0.2 m is detached from the front of the pit, which is tilted and lodged inside the basket, trapping the right leg of the collaborator."
322,1/27/2017 0:00,Country_01,Local_04,Mining,II,III,Male,Third Party,Others,"Being 00:10 am at times when the collaborator was passing a tubo ""PVC pipe to the loader to uncover the fifth hole that was obstructed by a piece of rock. The operator of the Jetanol accidentally activates the air valve, causing the loading pipe that was in the floor to rise suddenly throwing prils of anfo (excess in pipe) on the cheekbone and eyelid of the right eye of the victim."
323,1/29/2017 0:00,Country_01,Local_01,Mining,I,III,Male,Third Party,Vehicles and Mobile Equipment,"In circumstances that the tipper MV-01 of the EE Mceisa, moved of the Nv. 3120 to Nv. 3300, the operator sees a congestion of equipment in front of his unit in the Ramp 990 - at a distance of 80 meters. of access to the Nv. 3300, which is why he decides to get off the cab by turning off his vehicle, when suddenly he slides off the second rung that is 0.70 m from the ground, hitting the right forearm region against the fender and the same rung."
324,1/28/2017 0:00,Country_01,Local_01,Mining,I,III,Male,Employee,Vehicles and Mobile Equipment,"At the moment of entering through the mouth of Tunel 3600, the employee moves on the left side of the locomotive LT-18 (locomotive of personnel transfer that was stationed at the entrance of the mouth) without noticing the protruding abutment of said locomotive at the bottom hitting his right knee with the metal stirrup. It should be noted that the operator continued his duties during the watch without reporting what happened. At 2:30 a.m. The extraction supervisor, upon noticing the discomfort of his partner in the knee, immediately evacuated him to Natclar after reporting to the control center."
325,1/31/2017 0:00,Country_02,Local_08,Metals,I,III,Male,Employee,Others,"During the assembly activity of polypropylene pipe with 4 ""diameter, the employee stepped on the pipe flange, it twisted his right foot."
326,1/31/2017 0:00,Country_01,Local_01,Mining,I,IV,Male,Employee,Vehicles and Mobile Equipment,"Upon entering the mine interior; the bodeguero is located only in the litorina N ° 13, last of the convoy; during its displacement, the litorina derails and advances approximately 15 meters; it is when the operator observes this event and before entering through the entrance gate paralyzes the displacement of the convoy. The winemaker had his full EPPs on."
327,2/1/2017 0:00,Country_03,Local_10,Others,I,II,Male,Third Party,Projection/Choco,"On 01/02/2017, at 10:15 a.m., when performing the Soil activity, the collaborator Alex used a pickaxe to assist in the opening of the collection hole. As he struck the ferranta on the ground, he had a fragment of rock projected on his forehead causing a small cut. The activity was paralyzed for a few moments and it was not necessary to go to the doctor, the employee continued the activities normally."
328,2/4/2017 0:00,Country_02,Local_02,Mining,I,III,Male,Employee,Manual Tools,Employee was performing drilling activity with the LM17 probe at level 585 GPS and when positioning the needle stem came to hit the left hand ring finger against the retraction box causing superficial injury.
329,2/5/2017 0:00,Country_03,Local_10,Others,I,II,Male,Employee,Others,"On 05/02/2017, at 10:40 p.m., when performing geological mapping activity, the geologist Manoel da Silva accompanied by the geologists Luciano dos Santos and Dayme had to make the crossing to the other side of a fence barbed wire, known in the region as a goat. It is a fence that from the base up to about 60cm in height is made by rods interlaced horizontally and upwards made with little barbed wire barbed, around 15 to 20cm. I jumped on the fence, and still on the fence I managed to ""sweep"" the vegetation with the left foot but even so while supporting the foot on the ground a stump of approximately 10cm x 1cm came to break the sole of the boot and cause the perforation in the left foot at the height of the fingers."
330,2/7/2017 0:00,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"The collaborator completed the misalignment of the nut on the left side of the chute scraper of strip No. 9-2, when he gets up he turns and hits the head guard with the railing, hitting the lenses generating the injury."
331,2/7/2017 0:00,Country_01,Local_03,Mining,II,V,Male,Employee,remains of choco,"In Level 2900 - OP 5 the worker performed the chuteo ore from the hopper to the second car, perceived a slip of water and mud through the hopper, decided to leave the platform and when he was already down the second rung of the ladder of access, the water increases and a fragment of rock slides and hits the back of the worker causing it to fall and hit the right forearm and left knee."
