"X","aspectsRecog","aspectsSubst","aspectsAdvance","aspectsComp","aspectsControlAmount","aspectsControlHow","aspectsRelations","aspectsSecurity","aspectsRespons","aspectsTasks","aspectsChallenge","aspectsSkill","aspectsTravel","aspectsEval","aspectsBalance","lifeSatIdeal","lifeSatExcellent","lifeSatHappy","lifeSatThings","lifeSatChange","lifeSatRespect","lifeSatFamily","lifeSatFaith","lifeSatHelp","age","gradNY","big4Frst","gender","salary","edu_under_3_TEXT","children","totalYrsWorked","totalYrsWorkedBig","gradNonLawNY","gradLaw","big4Now","empStatus","big4Ever","yearGroup","jobSatScore","lifeSatScore","yearsWorkedGroups","salaryContrasts","partTimeDummy"
1269,"Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Satisfied","Somewhat satisfied","Satisfied","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Disagree","Strongly agree","Agree","Somewhat agree","Somewhat agree",25,"No","Yes","Male","$80,000-$89,000",2011,0,2,2,"0","0",0,"Employed full time","Yes","1980+",-0.363402148169645,-0.413762817639821,"Less than 15","$80,000-$89,000",0
1270,"Somewhat satisfied","Somewhat dissatisfied","Satisfied","Satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Somewhat disagree","Neither disagree nor agree","Somewhat disagree","Agree","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Disagree",25,"No","No","Male","$50,000-$59,000",2012,0,2,0,"0","0",0,"Employed full time","No","1980+",-1.93276140237975,-1.63662076896032,"Less than 15","$50,000-$59,000",0
1272,"Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Somewhat disagree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Agree","Agree","Somewhat agree",22,"No","No","Female","Less than $50,000",2014,0,0,0,"0","0",0,"Employed full time","No","1980+",-0.814136634722212,-1.68370108048814,"Less than 15","Less than $50,000",0
1273,"Highly satisfied","Satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Highly satisfied","Satisfied","Somewhat dissatisfied","Agree","Agree","Agree","Somewhat agree","Agree","Strongly agree","Strongly agree","Agree","Somewhat agree",29,"Yes","No","Male","$150,000-$199,999",2007,0,0,0,"0","1",0,"Employed full time","No","1980+",-0.0201770382539017,0.205267786877703,"Less than 15","$150,000-$199,999",0
1274,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree",43,"No","Yes","Male","$3,000,000 and over",1993,3,21,1,"0","0",0,"Employed full time","Yes","1980+",0.604159810950387,1.17606534608761,"More than 20","$3,000,000 and over",0
1275,"Satisfied","Highly satisfied","Somewhat dissatisfied","Satisfied","Somewhat dissatisfied","Somewhat satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Disagree","Disagree","Disagree","Somewhat agree","Disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree",47,"Yes","Yes","Female","$200,000-$299,999",1990,2,2,2,"1","0",1,"Employed full time","Yes","1980+",-0.579790024777176,-2.77728525663828,"Less than 15","$200,000-$299,999",0
1276,"Satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree",33,"Yes","Yes","Male","$150,000-$199,999",2003,1,10,6,"1","0",0,"Employed full time","Yes","1980+",0.316764341268961,0.30796564412007,"Less than 15","$150,000-$199,999",0
1277,"Highly satisfied","Highly satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Somewhat agree","Somewhat agree","Strongly agree","Neither disagree nor agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neither disagree nor agree",30,"No","Yes","Male","Less than $50,000",2007,1,1,1,"0","0",0,"Employed full time","Yes","1980+",0.882153373333307,0.00170386154167728,"Less than 15","Less than $50,000",0
1278,"Neither dissatisfied nor satisfied","Satisfied","Somewhat satisfied","Satisfied","Somewhat dissatisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Neither disagree nor agree","Somewhat agree","Agree","Agree","Somewhat agree","Somewhat agree","Strongly agree","Agree","Somewhat agree",38,"No","Yes","Male","$300,000-$499,999",1999,2,14,2,"0","0",0,"Employed full time","Yes","1980+",-0.741856890731381,-0.380605296691121,"Less than 15","$300,000-$499,999",0
1279,"Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Agree","Agree","Disagree","Agree",25,"No","No","Female","$70,000-$79,000",2011,0,4,0,"0","0",0,"Employed full time","No","1980+",0.926667986512248,0.769474022511667,"Less than 15","$70,000-$79,000",0
1280,"Somewhat satisfied","Somewhat dissatisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Highly satisfied","Somewhat dissatisfied","Neither dissatisfied nor satisfied","Dissatisfied","Somewhat dissatisfied","Dissatisfied","Somewhat dissatisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Highly satisfied","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Neither disagree nor agree","Somewhat disagree",31,"Yes","Yes","Female","$100,000-$119,999",2005,0,6,3,"1","0",0,"Employed full time","Yes","1980+",-2.49091926880264,0.636021676864259,"Less than 15","$100,000-$119,999",0
1282,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neither disagree nor agree","Neither disagree nor agree",34,"Yes","No","Female","$300,000-$499,999",2002,1,9,0,"0","1",0,"Employed full time","No","1980+",1.17801325343096,1.12925080177117,"Less than 15","$300,000-$499,999",0
1283,"Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat agree","Agree","Agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly agree","Strongly agree","Neither disagree nor agree",29,"Yes","No","Male","$60,000-$69,000",2007,0,2,0,"1","0",0,"Employed full time","No","1980+",0.126549224009832,-0.226581221552843,"Less than 15","$60,000-$69,000",0
1284,"Satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Somewhat dissatisfied","Neither disagree nor agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Somewhat agree",38,"Yes","Yes","Male","$150,000-$199,999",2012,0,2,2,"1","0",0,"Employed full time","Yes","1980+",0.369466268337134,0.318778676171862,"Less than 15","$150,000-$199,999",0
1285,"Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Neither disagree nor agree",29,"No","Yes","Male","$90,000-$99,000",2007,0,7,5,"0","0",0,"Employed full time","Yes","1980+",0.696515358536353,0.923314953094337,"Less than 15","$90,000-$99,000",0
1287,"Neither dissatisfied nor satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Highly satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Somewhat agree","Somewhat disagree","Agree","Somewhat agree","Neither disagree nor agree","Strongly agree","Strongly agree","Somewhat agree","Agree",54,"Yes","Yes","Male","$90,000-$99,000",1982,0,19,3,"1","0",0,"Employed full time","Yes","1980+",0.199792839477579,-0.666655125796061,"15 to 20","$90,000-$99,000",0
1288,"Satisfied","Somewhat satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Highly satisfied","Satisfied","Satisfied","Neither disagree nor agree","Neither disagree nor agree","Somewhat agree","Agree","Somewhat agree","Agree","Strongly agree","Strongly agree","Neither disagree nor agree",44,"Yes","Yes","Female","$200,000-$299,999",1992,4,6,6,"1","0",0,"Employed full time","Yes","1980+",-0.343647043652306,-0.795366068529786,"Less than 15","$200,000-$299,999",0
1289,"Satisfied","Satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Somewhat agree","Agree","Agree","Somewhat disagree","Somewhat agree","Agree","Strongly agree","Strongly agree","Disagree",40,"Yes","Yes","Female","$150,000-$199,999",1996,0,18,18,"1","0",1,"Employed full time","Yes","1980+",0.307276833144557,-0.365736029433277,"15 to 20","$150,000-$199,999",0
1290,"Somewhat satisfied","Satisfied","Satisfied","Satisfied","Neither dissatisfied nor satisfied","Satisfied","Neither dissatisfied nor satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neither dissatisfied nor satisfied","Satisfied","Neither disagree nor agree","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Agree","Agree","Neither disagree nor agree","Neither disagree nor agree",23,"No","No","Male","$50,000-$59,000",2013,0,0,0,"0","0",0,"Employed full time","No","1980+",-0.229502294080974,-0.526548172265346,"Less than 15","$50,000-$59,000",0
1291,"Satisfied","Satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither disagree nor agree",32,"Yes","No","Male","$100,000-$119,999",2004,0,9,0,"1","0",0,"Employed full time","No","1980+",0.69994749364461,0.240007996485741,"Less than 15","$100,000-$119,999",0
1292,"Highly satisfied","Highly satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Satisfied","Somewhat agree","Agree","Agree","Agree","Strongly disagree","Agree","Strongly agree","Strongly agree","Disagree",48,"Yes","Yes","Female","Less than $50,000",1987,7,13,2,"1","0",0,"Employed part time","Yes","1980+",0.836682725275446,-0.167871180282239,"Less than 15","Less than $50,000",1
1294,"Satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Neither disagree nor agree","Somewhat agree","Somewhat agree","Neither disagree nor agree","Disagree","Neither disagree nor agree","Strongly agree","Agree","Agree",36,"Yes","Yes","Female","$150,000-$199,999",2000,0,10,2,"0","1",1,"Employed full time","Yes","1980+",-0.0703027677665787,-1.0868487806549,"Less than 15","$150,000-$199,999",0
1295,"Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat dissatisfied","Neither dissatisfied nor satisfied","Highly satisfied","Agree","Agree","Agree","Agree","Disagree","Agree","Strongly agree","Neither disagree nor agree","Strongly disagree",47,"No","Yes","Male","$150,000-$199,999",1989,2,24,4,"0","0",0,"Employed full time","Yes","1980+",0.571202613594719,0.0242949895710178,"More than 20","$150,000-$199,999",0
1297,"Highly satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neither disagree nor agree","Disagree",61,"No","No","Male","$300,000-$499,999",1976,2,4,0,"0","0",0,"Employed full time","No",,0.951608629626404,0.195804166457794,"Less than 15","$300,000-$499,999",0
1300,"Dissatisfied","Somewhat dissatisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Highly satisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Dissatisfied","Satisfied","Highly dissatisfied","Satisfied","Somewhat disagree","Neither disagree nor agree","Somewhat disagree","Agree","Agree","Somewhat agree","Strongly agree","Somewhat agree","Disagree",36,"Yes","No","Male","$60,000-$69,000",2000,1,4,0,"1","0",0,"Employed full time","No","1980+",-2.77665315159343,-1.55495828094004,"Less than 15","$60,000-$69,000",0
1301,"Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Agree","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Somewhat agree",31,"Yes","No","Male","$100,000-$119,999",2006,1,8,0,"1","0",0,"Employed full time","No","1980+",0.616547498140083,0.425781705920734,"Less than 15","$100,000-$119,999",0
1302,"Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree",36,"Yes","No","Female","$120,000-$149,999",2001,3,12,0,"1","0",0,"Employed full time","No","1980+",0.303343055595076,1.14613128820815,"Less than 15","$120,000-$149,999",0
1304,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree",39,"No","No","Female","Less than $50,000",1997,4,17,0,"0","0",0,"Employed part time","No","1980+",0.900132978846434,0.357542078343575,"15 to 20","Less than $50,000",1
1305,"Satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Satisfied","Somewhat agree","Agree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Neither disagree nor agree","Somewhat agree",53,"Yes","Yes","Male","$150,000-$199,999",1983,2,7,7,"0","1",0,"Employed full time","Yes","1980+",0.508147428455459,-0.147135567887492,"Less than 15","$150,000-$199,999",0
